Id,Uuid,TeamNumber,MatchNumber,ScoutName,Comments,Auto_Leave,Auto_Speaker,Auto_Amp,Tele_Speaker,Tele_Amp,Tele_Amped_Speaker,Tele_Coop,Endgame_Parked,Endgame_OnStage,Endgame_Harmony,Endgame_Spotlit,Endgame_Trap,Auto_Points,Tele_Points,Endgame_Points,ScoutScore
,da8cba64-9fae-4aed-8d2e-8195580c4ef9,1740,36,GABE,,1.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,10.00,3.00,0.00
,b77a7d78-c3ff-4aa6-9d26-293dcf605812,1740,43,Anton,Auto = 2. Speed = 4. Accuracy = 3. Efficiency = 3. ,1.00,1.00,0.00,3.00,3.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,7.00,9.00,4.00,12.00
,a6fc576c-cf1c-40dc-ae66-2d0ab373133c,1740,55,Jen,"Missed speakerx2, slow to shoot, fast driving, serve drive",1.00,4.00,0.00,5.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,22.00,10.00,3.00,0.00
,61747102-a518-428d-9ba1-125b79f7a21f,1740,60,Zander,,1.00,2.00,0.00,6.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,12.00,12.00,5.00,0.00
,4c57126f-17ef-4291-beb4-ca59b8abe8c5,1740,68,DAB,,0.00,4.00,0.00,6.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,20.00,12.00,6.00,0.00
,cfdc0097-b06b-4fd6-9088-c93379ab4eda,1740,75,Jean,something went wrong at the end of match. not sure what. bot started acting erratically.,1.00,4.00,0.00,3.00,3.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,22.00,9.00,1.00,0.00
,108848c3-4d31-4269-bec2-967f483ee239,1740,86,rachel,Too slow to climb. some speaker shots missed,1.00,2.00,0.00,2.00,3.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,12.00,7.00,1.00,0.00
,13903998-6383-49a7-a4e2-7e5da4465556,1740,93,Jean,"Very smooth driving. accurate shooting, it only missed one shot.",1.00,3.00,0.00,7.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,17.00,14.00,6.00,0.00
,8345aae4-7051-4fac-bd1d-2b7128187e79,2370,1,zander,Consistently overshot the speaker. ,0.00,1.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,5.00,2.00,1.00,0.00
,59ab801f-d76e-4974-8287-3a98a9b2de94,2370,15,Jean,,1.00,1.00,0.00,3.00,3.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,7.00,9.00,3.00,0.00
,3c3639f0-a5e6-49d7-aa70-fbc1af29d9ca,2370,21,GABE,Died,1.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,8.00,0.00,0.00
,2b710a90-481c-4da5-a82c-1ed675716d7b,2370,27,Nicholas,Lost connection temporarily. does amp really quickly.,1.00,1.00,0.00,0.00,6.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,7.00,6.00,3.00,0.00
,3f3c57a5-c370-48e7-b123-ccd2f71dafa3,2370,34,Chase,,1.00,2.00,0.00,4.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,12.00,11.00,1.00,0.00
,6ae9fb32-70bb-4481-9632-b1021658b969,2370,46,Joyce,Can hang on chain. ,0.00,0.00,0.00,2.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,7.00,3.00,0.00
,cad044a2-f0d2-4b77-b767-eb60e3a09d94,2370,53,DAB,,1.00,1.00,0.00,4.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,7.00,12.00,3.00,0.00
,c3e4533d-707a-4357-a651-2e62f437700d,2370,60,Nicholas,"Dropped piece at amp. decent shots, but a bit slow to make them.",1.00,1.00,0.00,4.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,7.00,9.00,3.00,0.00
,7cc42b90-662c-4fdf-a2fa-9e76b77907a6,2370,72,Ash,Speed = 4. Defense = 5. Can hang on chain. Can only score Amp. ,1.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,12.00,2.00,5.00,9.00
,e4a36136-d537-4df5-b5b5-b25952287250,2370,77,rachel,Missed a bunch of speaker shots,1.00,1.00,0.00,2.00,5.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,7.00,9.00,5.00,0.00
,aef06258-649e-4c45-a039-8a1baf3a2cc0,2370,83,Zander,,1.00,1.00,0.00,4.00,3.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,7.00,11.00,3.00,0.00
,797685ea-13e9-4c8b-bebc-2e0167803102,2370,95,Jen,"Can go under stage, fast swerve an accurate shots, would be good second robot.",1.00,2.00,0.00,5.00,4.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,12.00,14.00,5.00,0.00
,daa5a885-57f9-4798-aa7e-c68473bca5fc,2876,7,terri,,0.00,1.00,0.00,3.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,5.00,9.00,3.00,0.00
,bb5fa6c0-3e11-4412-b3e0-78231d2fcf33,2876,14,GABE,Died half way through,1.00,3.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,8.00,0.00,0.00
,41427b8a-baff-4b29-8147-37392635bf6e,2876,19,Nicholas,"Shooter, jus a bit slow, but it does a good job. average speed for cycles. can go under see stage.",1.00,1.00,0.00,6.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,7.00,13.00,1.00,0.00
,debfaa8a-16bc-4bad-8d7e-62679f617c03,2876,25,DAB,,1.00,2.00,0.00,0.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,12.00,3.00,1.00,0.00
,c92b61c8-a38b-415c-9616-1e363cc080a5,2876,38,Anton,Auto = 3. Speed = 4. Accuracy = 1. Efficiency = 1. Shooter broke.,1.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,12.00,2.00,5.00,9.00
,274e607a-01f4-49a9-a9c7-e5427d7585c2,2876,45,Nicholas,Drivers station kept.losing connection,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,12.00,0.00,3.00,0.00
,5c1ad156-64af-4383-a2d4-397d23570c02,2876,54,Jen,"Fast driving, Slower to shoot",1.00,2.00,0.00,4.00,3.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,12.00,11.00,1.00,0.00
,1e4c6ead-12fe-404d-a0f2-00283eb3861c,2876,63,Nicholas,,1.00,3.00,0.00,4.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,17.00,12.00,1.00,0.00
,43d3a892-f0f3-407f-a2f9-cf56d83b2777,2876,71,Jen,"Fast swerve drive, Can go under the chain. ",1.00,3.00,0.00,1.00,3.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,17.00,5.00,1.00,0.00
,02794938-97ab-4d0c-9941-026ce80b39c8,2876,76,Jen,"One auto note out of bounds, one note didn't make in speaker, not sure if hung off floor, fast swerve driving, can go under chain",1.00,0.00,0.00,2.00,5.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,9.00,1.00,0.00
,9561f622-0e97-4958-ae90-11e86ba89d14,2876,86,Chase,Auto = 3. ,1.00,2.00,0.00,2.00,2.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,12.00,11.00,3.00,3.00
,f458541e-53f9-4b1d-9e62-19417a31477b,2876,92,Chase,Speed = 4. Auto = 4. Stability = 4. Defense = 4. ,1.00,3.00,0.00,0.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,17.00,9.00,5.00,16.00
,504da539-3a40-4e28-902a-57b34ef58b36,3146,4,zander,quick speaker. didn't see any amp. scary climb. its like a grappling hook. ,1.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,12.00,6.00,3.00,0.00
,dbdbe92e-5791-442e-a421-23eda76628c0,3146,10,Chase,,0.00,1.00,0.00,3.00,0.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,5.00,21.00,1.00,0.00
,d952876f-8c54-4a8b-bed0-6de7e3e24ee5,3146,20,Nicholas,Quick climb. tall and tippy. consistent shots. can do both amp and speaker.,1.00,2.00,0.00,5.00,3.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,12.00,13.00,5.00,0.00
,71399f18-513a-48da-a985-e05bf0a4dffd,3146,27,Chase,Auto = 3. Stability = 4. Defense = 3. ,0.00,1.00,0.00,1.00,5.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,5.00,7.00,3.00,10.00
,c0d7154e-ae53-4091-a047-346f54bf7e38,3146,38,Zander,pretty good scoring. really tall. ,1.00,2.00,0.00,5.00,2.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,12.00,12.00,5.00,0.00
,ef7c845d-452a-4120-bc17-b8ee375ba7d5,3146,44,Anton,Auto = 2. Efficiency = 4. Stability = 1. Can hang on chain. ,1.00,1.00,0.00,4.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,7.00,9.00,1.00,7.00
,6f5f0872-d504-412e-a8b0-9d14fedc459c,3146,54,Jean,,1.00,1.00,0.00,1.00,3.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,7.00,5.00,1.00,0.00
,fce7d91e-f088-4d9d-a483-322fb82f7100,3146,60,Anton,Speed = 3. Stability = 1. Accuracy = 2. Can hang on chain. ,1.00,0.00,0.00,2.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,2.00,5.00,3.00,9.00
,bfa049ed-08ed-4e17-a3cf-17656a2639e1,3146,67,Nicholas,"didn't leave, but could have been intentional so they didn't get in the way of the other two bots' auto.",0.00,1.00,0.00,2.00,3.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,5.00,7.00,5.00,0.00
,501642bd-be10-4a87-9f5a-e12903ac4940,3146,73,terri,Robot does very well for being so tall,0.00,1.00,0.00,3.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,5.00,9.00,3.00,0.00
,1864692d-29a9-407f-965e-21f99c401969,3146,81,GABE,,1.00,3.00,0.00,0.00,2.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,17.00,7.00,3.00,0.00
,431b6715-25ad-4d48-b49d-b62dc404326f,3146,90,Jen,"One note out of field, can pick up from floor, tall, can't go under chain.",1.00,2.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.00,4.00,0.00,0.00
,d17aa133-3722-48af-8035-0f0ce769df86,3182,1,jen,Can hang on chain. Pickup from floor,1.00,1.00,0.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,7.00,8.00,1.00,0.00
,13380db9-d4fd-4f3d-8eb0-c24f04375bb1,3182,10,Nicholas,"Can climb. speaker only. slow shots, but reliable.",0.00,1.00,0.00,6.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,5.00,12.00,3.00,0.00
,43ceb692-b872-46d0-b3c3-890dd3ab851f,3182,22,Nicholas,Defense bot this match. defended well.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
,f0537354-3cd7-4443-ad6b-19b346e7bb78,3182,28,GABE,Can only score when close to speaker,1.00,2.00,0.00,8.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,12.00,16.00,3.00,0.00
,de66926b-0571-418b-9ab6-bcfdb53ce89d,3182,35,DAB,,1.00,2.00,0.00,5.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,12.00,12.00,3.00,0.00
,4e222f57-be03-4afe-b7f4-23fdec2d94c9,3182,42,Nicholas,grabs multiple pieces a bit too easily. intake was iffy at the beginning.,1.00,1.00,0.00,6.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,7.00,12.00,3.00,0.00
,a5f14067-af4c-4960-9ca3-e83c9ab0a209,3182,52,DAB,,1.00,2.00,0.00,8.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,12.00,17.00,3.00,0.00
,7d83b38c-6db1-4570-8498-aaf1ec97b36c,3182,57,GABE,Accurate,1.00,2.00,0.00,4.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,12.00,18.00,3.00,0.00
,c6c1fb50-756d-4d7b-baef-135c8f20310a,3182,65,Zander,"Mostly played defense. when they did try offense, they were just really in the way of everything. ",0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,3.00,0.00
,9ec96282-11c2-49d5-bea0-30b0f01e191f,3182,73,Ash,Speed = 4. Defense = 3. Accuracy = 3. Can hang on chain. ,1.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,11.00,3.00,10.00
,85b799bb-390e-43c2-9adb-d3ee1d3e033a,3182,87,DAB,,1.00,2.00,0.00,7.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,12.00,14.00,3.00,0.00
,e4e0ac59-20ef-49e6-a4c1-13d13319e7ee,3182,93,Jen,"No amp, fast swerve, a few notes bounce out, can go under stage, arm to pickup from floor",1.00,1.00,0.00,5.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,7.00,10.00,3.00,0.00
,e7ec4895-c2a2-4a8f-856f-58fe13e28431,3461,2,GABE,Kept missing shots,0.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,8.00,0.00,0.00
,e2c7d82f-0161-46fa-9910-af45a59c5fef,3461,9,zander,,0.00,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,10.00,0.00,0.00
,b1db2438-e668-40d5-9b9d-fbd74a2279e9,3461,21,Nicholas,"Shooter made a small amount of what was shot. cycles were quick, though.",1.00,1.00,0.00,4.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,7.00,8.00,1.00,0.00
,718bee03-571f-4952-963f-3cb5907a545f,3461,26,zander,,0.00,1.00,0.00,3.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,5.00,8.00,1.00,0.00
,8f0eb55c-9cfc-41aa-9490-1f4f327f6de2,3461,39,GABE,Missed a lot of shots,1.00,2.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,10.00,0.00,0.00
,c6491e01-c3b6-49e0-95d1-5ae6c92259cd,3461,47,DAB,,1.00,2.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,16.00,0.00,0.00
,f226b740-476a-45ff-b087-fbbd74530fb3,3461,55,Jean,,0.00,0.00,0.00,6.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00
,39434395-1dcf-447c-91a8-0ed206de312f,3461,64,Anton,,1.00,1.00,0.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,7.00,8.00,0.00,0.00
,7d3ab046-7205-4986-858b-cc6ad1e22a66,3461,70,Joyce,,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00
,0ab9d743-0914-4fba-b3e4-97512aacf856,3461,76,Jean,It missed every single shot except the one from auto.,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00
,a512006b-b511-4955-8552-69bcef31745f,3461,82,GABE,Played defense,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00
,052b2110-02ff-4e2c-8e93-110a8b980439,3461,90,DAB,,1.00,1.00,0.00,6.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,7.00,12.00,1.00,0.00
,889a790f-a41e-497e-ad53-db06f58802b3,3467,3,jen,"Fast, pick from floor, fast shots in speaker, ",1.00,3.00,0.00,6.00,3.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,17.00,15.00,5.00,0.00
,221505eb-a490-4cd1-8af9-dfc7fd69f62f,3467,10,GABE,Went for a trap shot while amplified which is dump,1.00,2.00,0.00,0.00,5.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,12.00,20.00,3.00,0.00
,ed4a3f19-bae9-4ff5-b2bc-84eef1291f9f,3467,17,zander,Had a jam in auto and messed it up. They went so fast. ,0.00,1.00,0.00,4.00,6.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,5.00,14.00,5.00,0.00
,a41d1470-3d42-47ef-b5cd-e1b4675df23a,3467,31,Nicholas,Swerve. can go under stage. good shooter. good auto. can do both amp and speaker.,1.00,2.00,0.00,5.00,5.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,12.00,15.00,3.00,0.00
,080dcfa2-d3bb-43ff-8c5f-50c11fc617b3,3467,40,Zander,good cycles. fast and scary climb. ,0.00,2.00,0.00,5.00,3.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,10.00,13.00,3.00,0.00
,9bbd722d-3a24-41c0-af01-68667b81a881,3467,47,Jen,"Fast, smooth, good use of amplified with another alliance partner tossing notes over",1.00,3.00,0.00,8.00,6.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,17.00,22.00,3.00,0.00
,2202db71-5932-4ef2-bc04-5d39c04c2382,3467,53,ash,Auto = 2. Efficiency = 5. Stability = 4. Accuracy = 5. Can hang on chain. ,1.00,2.00,0.00,6.00,6.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,12.00,18.00,3.00,16.00
,289083f6-5051-4cb1-946a-1762d405069a,3467,64,Joyce,,0.00,0.00,0.00,0.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00
,0346ab8d-c9ed-413f-80db-3101495e1082,3467,71,terri,"Defense played on them but they did well
",0.00,3.00,0.00,6.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,15.00,14.00,3.00,0.00
,7a970fda-e167-4e40-ab1e-4ca6d9b34ebb,3467,80,anton,Speed = 5. Efficiency = 4. Accuracy = 5. Can hang on chain. ,0.00,0.00,0.00,4.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,14.00
,9bdb122c-b70c-460f-ad29-7fea3ac5570a,3467,86,Joyce,Can hang on chain. Can go under the chain. ,0.00,2.00,0.00,2.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,10.00,6.00,3.00,0.00
,b8c3015a-3e08-4b1c-89ff-29de3efef536,3467,93,terri,"Very good, fast robot",0.00,3.00,0.00,5.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,15.00,14.00,3.00,0.00
,9afb6a93-01df-4634-817c-5ed640adfcb6,3654,8,zander,Not sure if they can do amp. ,0.00,1.00,0.00,5.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,5.00,10.00,1.00,0.00
,75c22b62-4036-4366-8f82-71606c28804e,3654,13,terri,Played defense,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,7.00,0.00,1.00,0.00
,1b8de7a7-4748-4498-bb59-9828190cb672,3654,19,ASH,Auto = 2. Speed = 4. Efficiency = 2. Can only score Amp. Can only score Speaker. ,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,5.00,2.00,1.00,8.00
,2b495c12-5e9e-40e7-ae55-d8ba91b5f380,3654,25,GABE,,1.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,12.00,6.00,3.00,0.00
,7979ab30-630d-42be-88f8-06142bc78e19,3654,40,Nicholas,can climb. decent shots. medium speed cycles. ,1.00,3.00,0.00,6.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,17.00,12.00,3.00,0.00
,68f6ee3d-2b6f-40d7-a2a3-8d87a3ee2c0c,3654,45,Zander,,1.00,0.00,0.00,4.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,10.00,1.00,0.00
,c81c5527-e43d-4224-b285-d61052400775,3654,51,terri,,0.00,3.00,0.00,7.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,15.00,14.00,3.00,0.00
,fbd7bafd-be55-46d0-828a-6d7fa851a39b,3654,62,Anton,Auto = 3. Speed = 3. Accuracy = 3. Can hang on chain. ,1.00,1.00,0.00,4.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,7.00,8.00,3.00,9.00
,e7140f45-d222-4019-9dbd-d00b0e246ea6,3654,72,Chase,Note stuck in frame during auto. Defense = 5. ,1.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,12.00,0.00,3.00,5.00
,839992b3-1952-4b70-ab54-e30c3c1b72b0,3654,78,Joyce,,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,4.00,3.00,0.00
,87e4c933-7b0b-4dfd-9d8a-f0125ad6418b,3654,83,GABE,,1.00,3.00,0.00,6.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,17.00,21.00,3.00,0.00
,8481f1fe-ad9d-4e13-b0bc-4af272d52ac1,3654,90,Jean,Missed many shots to the speaker.,1.00,0.00,0.00,2.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2.00,4.00,1.00,0.00
,8db9389b-b17d-4faa-afc9-96fe110bdbb3,4041,3,Chase,Shot rings to other side. Broke down. ,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00
,3a69bbb8-a344-43c9-8ae8-124c8d5b797d,4041,14,Chase,,0.00,1.00,0.00,2.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,5.00,11.00,0.00,0.00
,5357c756-2b96-4779-9ccd-e5f700748773,4041,23,GABE,Shot across field a lot,1.00,3.00,0.00,3.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,17.00,11.00,3.00,0.00
,97385887-ff1a-49bb-bf45-aed1e900bc14,4041,29,zander,Not a good support bot. shot a lot of the pieces across the field too far and they left the field. ,0.00,4.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,20.00,2.00,1.00,0.00
,a433c9ac-67e8-4780-aaf4-650c40e83281,4041,35,Ash,Auto = 3. Speed = 3. Efficiency = 3. Stability = 4. Accuracy = 2. Defense = 3. ,1.00,2.00,0.00,0.00,5.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.00,5.00,0.00,18.00
,f6cddcfe-7e3d-49f4-90f7-cd2326ca239e,4041,41,Anton,Auto = 4. Speed = 2. Accuracy = 3. Efficiency = 1. Can hang on chain. Can't pick from the floor. ,1.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,17.00,4.00,3.00,10.00
,0d8043d5-fd30-4a2d-a164-37d3a25bd63c,4041,49,Jean,"collected a foul because a note got auto under the bumper and they still collected another note.

can collect notes from the ground and the top.",1.00,3.00,0.00,5.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,17.00,11.00,3.00,0.00
,6eeb6709-f5bd-429b-8891-c5fe094d6e66,4041,63,GABE,Kept launching out of arena,1.00,1.00,0.00,0.00,4.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,7.00,9.00,3.00,0.00
,9a5b4972-dc97-4d61-b502-c4f1d29af8b1,4041,69,terri,,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,5.00,6.00,5.00,0.00
,840c2114-9b7f-42bd-944a-d8b619de3dee,4041,74,DAB,,1.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,4.00,0.00,0.00
,bbbab78d-6f23-408a-99d1-844adcf4a4b2,4041,83,Nicholas,Fed 13 to alliance. source only. tippy thanks to speed and high COG.,1.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,2.00,0.00,0.00
,d3bb7875-2923-4dde-8e10-f7acec2cf575,4041,90,ash,Auto = 1. Speed = 5. Defense = 4. Can hang on chain. ,0.00,0.00,0.00,3.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,7.00,1.00,10.00
,de02e0a3-08f9-401b-a406-3589ba6516bf,4048,3,ash,Auto = 2. Speed = 4. Stability = 5. Accuracy = 5. Can hang on chain. Can only score Speaker. ,1.00,1.00,0.00,8.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,7.00,16.00,3.00,16.00
,ae10065b-5ba2-47b7-8c69-efe6cdf8908d,4048,21,DAB,,1.00,4.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,16.00,0.00,0.00
,c394ddff-8973-4fd6-9933-14e779629c66,4048,26,GABE,Fast but has to shot from up close,1.00,3.00,0.00,9.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,17.00,18.00,5.00,0.00
,a81dd3d1-ed67-4ea4-93d2-d9057ce18d25,4048,33,Ash,Auto = 3. Speed = 4. Accuracy = 5. Can only score Speaker. ,1.00,4.00,0.00,6.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,22.00,12.00,3.00,12.00
,edc5d76c-6f2f-495d-8aeb-062d1ec76bee,4048,45,Anton,Auto = 0. Speed = 4. Efficiency = 5. Accuracy = 4. ,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,13.00
,7506b39a-c966-4c55-917b-ae0bc0c43015,4048,50,Jen,"Fast driving, great shots, tons of defensive by other Alliance got them +30 points!",1.00,2.00,0.00,7.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,12.00,14.00,5.00,0.00
,b13d74c7-94b1-4feb-be46-49138538d9c7,4048,64,rachel,,1.00,3.00,0.00,5.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,17.00,10.00,1.00,0.00
,8ad5500e-65d7-42b4-8f38-0b399656a84a,4048,69,Jean,"didn't move during auto, but it would have gotten in BERT's way.",0.00,1.00,0.00,8.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,5.00,16.00,4.00,0.00
,b987c444-e705-4c58-a05b-89825a19edea,4048,79,Nicholas,"Great speaker score, good auto. ",1.00,4.00,0.00,9.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,22.00,18.00,3.00,0.00
,5d1ba55e-158e-4ebc-9dea-092796fe35ae,4048,84,anton,Speed = 1. Defense = 4. Accuracy = 2. ,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,7.00
,c05175dc-0624-4e20-8c72-f99d0e5dd9fa,4048,94,Jen,"Tried harmony but 999 fell, no amp, can go under stage, fast swerve- almost never stopped the whole time getting and shooting. good second choice!",1.00,4.00,0.00,9.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,22.00,18.00,3.00,0.00
,d3f63fb9-e15b-4a62-b22c-0b3297d205af,4546,6,Chase,Speed = 3. Stability = 4. Defense = 3. Accuracy = 3. ,1.00,2.00,0.00,2.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,12.00,10.00,1.00,13.00
